WorkerId, Name, Role, SallaryPerHour, JoinDate, LeftDate, BirthDate, Email
15459,Tiffany Thomas,Archivist,66.06,2012-11-06,2022-01-25,1990-06-15,Tiffany-Thomas897@walla.com
15460,David Allen,Curators,80.53,1992-05-07,2018-12-06,1960-12-09,David-Allen62@gmail.com
15461,Jennifer Ryan,Registrar,101.73,2016-02-07,2019-01-29,1992-10-29,Jennifer_Ryan645@hotmail.com
15462,Felicia Davis,Educator/Guide,57.31,1988-04-03,1996-12-16,1965-03-16,Felicia-Davis450@gmail.com
15463,Amy Howell,Educator/Guide,109.07,2022-03-27,2022-04-28,1998-08-25,Amy-Howell819@gmail.com
15464,Richard Cohen,Manager,48.12,2017-02-28,2018-07-27,1995-01-06,Richard_Cohen957@walla.com
15465,Larry Smith,Educator/Guide,38.02,2008-05-06,2010-09-23,1967-04-23,Larry_Smith825@outlook.com
15466,Mr. Scott Lowe V,Conservator,68.05,2018-01-06,2021-10-03,1989-07-19,Mr._Scott_Lowe_V286@hotmail.com
15467,Shane Ross,Cleaner,69.37,2021-02-21,2021-05-08,1997-08-30,Shane-Ross258@outlook.com
15468,Jason Powell,Registrar,110.23,2022-04-05,2022-04-29,2000-12-02,Jason_Powell839@gmail.com
15469,Evan Dawson,Archivist,46.02,2016-03-20,2018-06-30,1977-11-30,Evan-Dawson776@gmail.com
15470,Steve Scott,Educator/Guide,57.38,2012-08-03,2016-02-27,1983-12-22,SteveScott770@gmail.com
15471,Elizabeth Young,Guard,68.27,2010-01-05,2013-05-20,1980-03-25,Elizabeth_Young983@gmail.com
15472,Amber Butler,Curators,39.79,2021-07-17,2021-11-10,2000-07-02,Amber_Butler886@gmail.com
15473,Charles Brown,Manager,36.82,1993-01-28,2019-05-12,1957-10-28,CharlesBrown399@gmail.com
15474,Natalie Carter,Educator/Guide,99.26,2013-06-25,2013-08-07,1969-05-02,Natalie-Carter159@gmail.com
15475,William Moses,Educator/Guide,91.45,1986-05-29,1999-10-14,1960-03-21,WilliamMoses161@gmail.com
15476,Lisa Abbott,Cleaner,112.51,2021-04-26,2021-07-11,1967-03-04,Lisa_Abbott196@gmail.com
15477,Jonathan Thomas,Archivist,105.11,2000-05-09,2006-09-11,1956-03-11,Jonathan-Thomas626@gmail.com
15478,Blake Coleman,Manager,110.00,2022-03-26,2022-04-25,1999-09-21,Blake-Coleman966@gmail.com
15479,Nathan Green,Educator/Guide,114.62,2020-11-22,2021-05-13,1961-12-30,Nathan_Green396@outlook.com
15480,Samantha Marshall,Registrar,49.94,2014-02-16,2019-09-20,1967-08-05,Samantha-Marshall815@gmail.com
15481,Melissa Webster,Registrar,42.82,2022-01-28,2022-03-07,1968-02-08,Melissa_Webster148@gmail.com
15482,Johnny Martin,Educator/Guide,81.97,2012-04-23,2019-07-22,1959-07-14,JohnnyMartin660@outlook.com
15483,Mark Vega,Curators,89.81,2018-09-08,2019-09-12,1997-02-27,Mark_Vega442@outlook.com
15484,Kevin Walker,Curators,80.79,2016-12-22,2017-07-26,1969-12-07,KevinWalker968@outlook.com
15485,Jerry Phillips,Conservator,105.16,2022-02-21,2022-03-10,1981-03-09,Jerry_Phillips732@hotmail.com
15486,Kyle Williams,Exhibit Designer,46.33,2016-05-03,2019-05-05,1983-12-31,Kyle_Williams995@gmail.com
15487,Valerie Kim,Guard,102.22,2019-12-03,2021-11-21,1952-05-29,Valerie-Kim325@gmail.com
15488,John Jackson,Archivist,54.34,2009-05-22,2011-04-10,1960-11-03,John_Jackson25@hotmail.com
15489,Kathryn Brennan DDS,Exhibit Designer,78.78,2018-03-05,2020-07-30,1965-03-11,KathrynBrennanDDS760@gmail.com
15490,Amanda Guerrero,Registrar,85.42,2018-10-13,2021-07-29,1987-01-23,AmandaGuerrero32@gmail.com
15491,Oscar Davis,Exhibit Designer,112.35,2017-08-28,2019-11-01,1973-07-09,OscarDavis282@hotmail.com
15492,Geoffrey Ortega,Conservator,97.92,2019-05-17,2022-03-28,1991-01-22,Geoffrey_Ortega403@gmail.com
15493,Jeremy Lynn,Exhibit Designer,58.76,1997-12-01,2002-04-04,1960-12-17,JeremyLynn649@hotmail.com
15494,Brian Martin,Curators,112.15,1987-07-27,2010-09-12,1955-05-20,BrianMartin627@gmail.com
15495,Jonathan Burns,Conservator,77.87,2019-10-09,2020-07-05,1993-03-21,JonathanBurns975@walla.com
15496,Gary Figueroa,Guard,90.86,2017-01-17,2017-02-21,1988-12-06,GaryFigueroa563@gmail.com
15497,Dean Elliott,Curators,111.22,2019-09-27,2020-09-07,1952-11-22,Dean-Elliott671@hotmail.com
15498,Stephanie Villa,Archivist,69.01,1992-07-16,1992-10-07,1970-11-09,StephanieVilla678@gmail.com
15499,Savannah Gonzalez,Archivist,69.82,2021-03-25,2021-07-26,1999-04-25,Savannah-Gonzalez171@gmail.com
15500,Bryan Hansen,Curators,52.17,2012-03-15,2018-05-06,1961-09-22,Bryan-Hansen853@hotmail.com
15501,Thomas Guzman,Conservator,100.04,2021-12-21,2022-01-23,1999-01-10,Thomas-Guzman13@hotmail.com
15502,Michael Green,Manager,73.98,1988-03-17,2007-04-27,1966-08-25,Michael-Green965@gmail.com
15503,Kevin Nichols,Exhibit Designer,52.58,2004-09-22,2011-05-31,1981-11-14,Kevin_Nichols156@gmail.com
15504,Elizabeth Cooke,Guard,73.81,2011-04-25,2017-08-31,1985-07-12,Elizabeth_Cooke292@gmail.com
15505,Angel Wright,Archivist,40.89,2012-09-15,2013-05-26,1973-01-05,Angel-Wright842@gmail.com
15506,Dr. Colleen Garrison DVM,Archivist,70.89,2009-08-15,2010-07-05,1981-07-10,Dr.ColleenGarrisonDVM465@outlook.com
15507,Melinda Jackson,Conservator,79.35,2021-12-15,2021-12-24,1997-04-05,Melinda-Jackson519@gmail.com
15508,Daniel Flowers,Exhibit Designer,62.69,2017-12-18,2022-02-20,1971-07-01,DanielFlowers529@outlook.com
15509,Michael Gonzales,Exhibit Designer,80.05,2017-12-16,2021-08-18,1984-08-07,Michael-Gonzales960@outlook.com
15510,Jennifer Knapp,Registrar,65.21,2004-02-21,2012-11-15,1962-08-02,Jennifer_Knapp192@gmail.com
15511,Justin Gardner,Conservator,59.67,2007-12-30,2017-01-12,1973-08-05,JustinGardner840@outlook.com
15512,Nicole Robinson,Exhibit Designer,116.14,1987-05-29,2019-11-06,1962-04-05,Nicole_Robinson495@outlook.com
15513,Toni Fischer,Curators,72.33,1991-02-18,2012-02-14,1953-04-23,Toni_Fischer84@hotmail.com
15514,Colin Briggs,Conservator,117.38,1999-12-09,2007-11-28,1970-06-19,ColinBriggs725@gmail.com
15515,Cameron Austin,Curators,99.91,2018-10-06,2019-03-25,1995-05-11,Cameron_Austin535@hotmail.com
15516,Heather Boone,Exhibit Designer,67.39,2015-04-17,2016-03-03,1976-06-01,Heather-Boone558@gmail.com
15517,Derrick Robinson,Cleaner,42.65,1998-12-07,2013-09-14,1962-12-13,Derrick_Robinson723@outlook.com
15518,Sarah Ross,Archivist,60.64,2007-10-01,2007-12-23,1968-05-16,SarahRoss290@hotmail.com
15519,Elaine James,Registrar,119.15,2011-02-16,2014-03-06,1971-05-15,Elaine-James237@hotmail.com
15520,Christopher Reeves,Conservator,97.86,2003-05-24,2014-01-15,1974-06-25,Christopher_Reeves782@walla.com
15521,Joseph Herring,Exhibit Designer,102.91,2021-09-24,2021-10-29,1995-08-30,Joseph-Herring939@gmail.com
15522,Jessica Bowen,Guard,96.93,2021-06-10,2021-12-08,1998-01-03,JessicaBowen271@gmail.com
15523,Mary Lewis,Curators,54.36,2016-07-07,2016-08-31,1987-11-20,Mary-Lewis377@walla.com
15524,Caitlin Le,Curators,107.85,2002-09-03,2009-02-21,1965-12-22,Caitlin-Le876@hotmail.com
15525,Angela Allen,Archivist,117.97,2018-04-21,2021-12-04,1990-03-14,Angela_Allen585@gmail.com
15526,Rebekah Roberts,Guard,67.07,2020-12-30,2022-05-09,1998-07-03,Rebekah-Roberts334@gmail.com
15527,Joseph Jimenez,Educator/Guide,119.64,2015-08-29,2020-06-01,1991-11-15,Joseph_Jimenez240@gmail.com
15528,Kimberly Lee,Registrar,76.43,1993-04-12,2018-02-21,1959-07-12,Kimberly-Lee594@hotmail.com
15529,Susan Wilson,Conservator,45.58,2014-04-26,2019-01-20,1956-01-09,SusanWilson387@hotmail.com
15530,Lindsey Wood,Manager,57.91,2006-12-11,2014-08-26,1982-09-10,LindseyWood889@outlook.com
15531,Natalie Turner,Guard,54.21,2015-12-21,2016-05-05,1979-12-25,Natalie_Turner406@gmail.com
15532,Mary Reyes,Exhibit Designer,112.48,2003-06-02,2011-11-03,1961-07-14,MaryReyes143@gmail.com
15533,Gregory Allen,Guard,107.47,2014-12-03,2020-05-18,1977-04-04,Gregory_Allen862@gmail.com
15534,Jackie Martinez,Educator/Guide,104.77,2018-10-16,2019-06-29,1978-12-08,Jackie_Martinez679@gmail.com
15535,Alyssa Taylor,Exhibit Designer,96.53,2015-11-03,2016-11-09,1979-07-23,AlyssaTaylor963@gmail.com
15536,Kenneth Anderson,Conservator,82.13,2011-09-10,2020-10-13,1956-09-13,Kenneth_Anderson613@hotmail.com
15537,Don Gillespie,Archivist,51.94,2004-01-20,2013-10-14,1964-08-13,Don_Gillespie918@gmail.com
15538,Joseph Aguilar,Curators,93.42,2014-02-03,2021-09-20,1983-08-29,Joseph_Aguilar493@gmail.com
15539,Pamela Carter,Registrar,49.70,2015-04-19,2020-07-01,1981-09-12,PamelaCarter569@gmail.com
15540,Debbie Arias,Manager,90.53,2020-04-30,2021-08-11,1998-03-05,DebbieArias319@gmail.com
15541,Nancy Fowler,Conservator,115.43,2010-07-16,2014-07-06,1983-02-12,Nancy-Fowler184@outlook.com
15542,Kelly Keller,Educator/Guide,36.90,2016-09-13,2021-05-25,1988-10-06,KellyKeller980@gmail.com
15543,Jamie Murray,Curators,56.43,2015-09-12,2021-08-31,1994-02-20,Jamie-Murray929@gmail.com
15544,Amber Brock,Exhibit Designer,39.10,2014-06-26,2018-02-02,1959-04-15,AmberBrock969@outlook.com
15545,Elizabeth Duran MD,Manager,106.82,2003-01-04,2010-02-17,1980-12-24,Elizabeth_Duran_MD188@gmail.com
15546,Dana Davis,Registrar,93.05,1987-09-30,1997-09-20,1962-12-01,Dana-Davis364@gmail.com
15547,Justin Weber,Curators,59.46,2022-04-17,2022-04-19,2001-03-18,Justin-Weber302@gmail.com
15548,Joshua Hunter,Curators,103.51,2017-07-31,2020-02-06,1955-07-06,JoshuaHunter797@hotmail.com
15549,Mark Williamson,Registrar,54.05,2003-03-04,2009-04-05,1974-11-29,MarkWilliamson299@gmail.com
15550,Allen Tucker,Registrar,89.07,2018-01-11,2020-10-04,1982-05-23,AllenTucker559@hotmail.com
15551,Jennifer Bates,Manager,63.93,2015-08-12,2020-10-07,1993-06-06,JenniferBates521@gmail.com
15552,Daniel Smith,Manager,82.92,2001-06-27,2005-05-10,1980-02-14,Daniel_Smith949@walla.com
15553,John Dorsey,Guard,51.77,1992-04-08,1994-02-25,1966-03-07,John_Dorsey395@outlook.com
15554,Derek Weiss,Guard,52.58,2012-08-07,2013-05-14,1980-04-03,Derek_Weiss587@gmail.com
15555,Cassandra Nguyen,Exhibit Designer,72.32,2006-09-03,2021-11-17,1984-03-13,Cassandra_Nguyen173@gmail.com
15556,Rebecca Barnett,Exhibit Designer,87.50,1986-04-01,2012-11-30,1964-04-07,Rebecca_Barnett679@outlook.com
15557,Jose Gutierrez,Educator/Guide,45.67,2009-12-11,2016-09-28,1976-10-31,Jose_Gutierrez577@gmail.com
15558,David Pennington,Archivist,42.62,2011-05-10,2014-12-18,1976-12-06,David_Pennington967@hotmail.com
15559,Veronica Miller MD,Curators,97.77,2020-04-12,2021-02-20,1995-12-02,Veronica_Miller_MD381@outlook.com
15560,Diana Mccarthy,Registrar,41.98,2015-04-21,2016-07-29,1985-01-31,Diana_Mccarthy106@hotmail.com
15561,Angela Cunningham,Exhibit Designer,84.60,1996-05-08,2001-01-08,1956-06-16,Angela_Cunningham315@hotmail.com
15562,Sheri Kane,Guard,106.81,2021-07-19,2021-11-09,1992-01-09,Sheri_Kane706@gmail.com
15563,Michael Payne,Guard,48.23,2018-05-27,2020-04-09,1978-03-30,Michael-Payne806@hotmail.com
15564,Jade Herrera,Exhibit Designer,45.81,2014-01-13,2015-12-02,1992-12-08,Jade-Herrera902@outlook.com
15565,Kenneth Bell,Cleaner,65.86,2018-03-16,2019-11-09,1965-12-07,Kenneth-Bell340@gmail.com
15566,Theresa Ellison,Cleaner,104.57,2008-01-03,2009-10-02,1963-04-01,TheresaEllison532@hotmail.com
15567,Elizabeth Gomez,Manager,105.64,2003-07-22,2004-11-23,1954-09-14,ElizabethGomez287@gmail.com
15568,Frank Brown,Cleaner,113.01,2003-09-09,2007-01-16,1981-07-30,Frank_Brown40@hotmail.com
15569,Monica Hood,Curators,68.70,2022-03-17,2022-05-06,2000-07-11,Monica-Hood346@walla.com
15570,Cynthia Morrow,Exhibit Designer,107.95,2012-11-29,2017-02-04,1991-08-02,Cynthia_Morrow802@gmail.com
15571,Vincent Baker,Educator/Guide,39.22,2022-03-25,2022-04-09,1994-06-04,VincentBaker527@outlook.com
15572,Gregory Spencer,Educator/Guide,84.94,2011-08-19,2011-12-21,1989-04-21,GregorySpencer410@gmail.com
15573,Andrew Clark,Registrar,88.24,2017-10-26,2021-09-14,1985-09-03,Andrew_Clark789@gmail.com
15574,Jeremy Bryan,Exhibit Designer,86.78,2013-01-10,2015-10-29,1979-03-30,Jeremy-Bryan465@hotmail.com
15575,Kevin Davis,Curators,35.21,2022-02-15,2022-04-06,1972-03-17,KevinDavis367@gmail.com
15576,Donald Ortiz,Educator/Guide,90.34,2008-10-30,2013-04-02,1974-03-06,Donald-Ortiz301@walla.com
15577,Caitlin Ball,Manager,95.54,1998-03-17,1998-03-22,1956-04-13,Caitlin-Ball754@gmail.com
15578,Victoria Coleman,Guard,53.01,2015-01-28,2020-03-27,1961-05-12,VictoriaColeman143@hotmail.com
15579,Kevin Swanson,Conservator,72.42,2011-10-07,2019-06-09,1985-07-11,Kevin-Swanson296@gmail.com
15580,Devin Hall,Conservator,32.52,2015-05-20,2019-03-11,1992-07-05,DevinHall347@gmail.com
15581,Christopher Johnson,Curators,88.87,2012-12-30,2022-04-07,1986-02-08,ChristopherJohnson378@walla.com
15582,Alyssa Smith,Educator/Guide,87.97,2020-04-09,2021-05-01,1999-02-06,AlyssaSmith366@gmail.com
15583,Joseph Cole,Conservator,49.08,2019-03-04,2019-10-17,1980-04-08,JosephCole332@walla.com
15584,Sara Walker,Educator/Guide,108.52,2016-03-05,2016-09-03,1993-07-11,Sara-Walker824@gmail.com
15585,Aaron Ford,Cleaner,79.77,2021-07-26,2022-01-10,1975-09-12,Aaron-Ford709@gmail.com
15586,Lori Logan,Registrar,57.80,2017-11-28,2021-08-04,1986-03-05,LoriLogan409@gmail.com
15587,Maureen Higgins,Exhibit Designer,98.82,2000-03-12,2022-01-13,1961-12-15,Maureen_Higgins534@gmail.com
15588,William Carter,Conservator,74.48,2020-09-23,2021-07-02,1994-12-07,William-Carter902@gmail.com
15589,Karen Huang,Manager,38.49,2022-04-09,2022-04-27,2000-05-02,Karen-Huang10@gmail.com
15590,Vanessa Adams,Cleaner,94.07,2003-03-06,2021-02-13,1974-08-22,Vanessa_Adams588@gmail.com
15591,Jay Garrett,Conservator,51.23,2000-10-29,2012-04-29,1952-12-17,JayGarrett666@gmail.com
15592,Katie Kelley,Educator/Guide,45.91,2004-12-05,2020-11-23,1963-04-16,KatieKelley552@hotmail.com
15593,Chris Hampton,Cleaner,56.70,2016-04-23,2018-12-24,1964-11-23,Chris-Hampton432@gmail.com
15594,Chad Chapman,Archivist,47.60,2020-12-04,2021-02-05,1999-03-05,Chad-Chapman618@gmail.com
15595,Gerald Delacruz,Exhibit Designer,49.48,2012-11-03,2014-04-30,1983-07-28,GeraldDelacruz560@gmail.com
15596,Anthony Smith,Manager,53.79,1977-08-06,1981-04-23,1952-12-20,Anthony-Smith510@outlook.com
15597,Allison Howell MD,Manager,109.85,1992-02-13,1995-07-01,1957-02-26,Allison_Howell_MD527@gmail.com
15598,Mary White,Exhibit Designer,105.09,1991-10-31,2000-06-05,1967-03-19,Mary_White852@gmail.com
15599,Margaret Barber,Archivist,40.29,1993-04-21,2002-12-08,1958-02-28,MargaretBarber794@gmail.com
15600,Mr. Michael Hampton MD,Exhibit Designer,72.28,2009-02-16,2012-04-08,1983-05-11,Mr.-Michael-Hampton-MD567@gmail.com
15601,Thomas Sanchez,Educator/Guide,91.03,2016-03-12,2020-06-11,1991-12-28,ThomasSanchez606@outlook.com
15602,Sharon Contreras,Exhibit Designer,31.22,2019-07-24,2022-01-04,1991-09-02,Sharon-Contreras273@outlook.com
15603,Melissa Scott,Curators,69.61,1995-04-04,2019-09-13,1968-12-15,Melissa_Scott258@outlook.com
15604,Zachary Smith,Archivist,45.50,2021-09-12,2021-12-04,1973-04-06,ZacharySmith45@gmail.com
15605,Austin Parker,Archivist,94.96,2014-12-07,2018-06-15,1982-06-12,Austin_Parker550@gmail.com
15606,Amber Williams,Conservator,110.10,2020-04-01,2021-07-26,1991-06-15,AmberWilliams320@gmail.com
15607,Joshua Maynard,Guard,107.72,1993-04-07,2015-09-27,1967-06-24,JoshuaMaynard693@outlook.com
15608,Ryan Garcia,Cleaner,101.02,2012-05-01,2017-09-29,1981-02-17,RyanGarcia940@outlook.com
15609,Amanda Jensen,Archivist,76.64,2003-10-09,2022-02-18,1970-08-24,Amanda_Jensen696@gmail.com
15610,Benjamin Gates,Cleaner,67.50,2016-11-12,2020-08-08,1985-11-13,Benjamin-Gates391@gmail.com
15611,Brittney Jacobs,Curators,112.84,2015-11-26,2021-08-01,1955-09-27,BrittneyJacobs295@gmail.com
15612,Karen Harris,Conservator,89.68,2019-07-26,2019-11-23,1995-05-24,Karen_Harris109@gmail.com
15613,Ryan Carpenter,Cleaner,50.84,2014-08-05,2022-03-27,1989-01-12,RyanCarpenter51@gmail.com
15614,Eric Boyd,Registrar,93.68,2007-01-09,2017-06-12,1969-09-17,Eric_Boyd956@hotmail.com
15615,John Parker,Manager,116.56,2022-01-12,2022-03-09,1953-04-12,John-Parker275@gmail.com
15616,Stephanie Webster,Conservator,33.20,1981-05-15,1991-09-18,1957-01-06,Stephanie_Webster191@walla.com
15617,Mrs. Jennifer Barnett MD,Exhibit Designer,108.13,2014-11-02,2017-09-06,1962-07-26,Mrs.-Jennifer-Barnett-MD58@outlook.com
15618,Kyle Maddox,Curators,66.63,1993-03-31,1998-11-23,1966-07-10,Kyle_Maddox643@outlook.com
15619,Robin Snow,Conservator,119.69,2010-07-14,2014-01-09,1981-03-04,RobinSnow105@gmail.com
15620,Jocelyn James,Registrar,109.49,2022-02-10,2022-03-05,1998-11-26,Jocelyn_James363@hotmail.com
15621,Chad Rubio,Registrar,119.08,2010-06-13,2017-10-02,1987-03-15,Chad_Rubio600@hotmail.com
15622,Cynthia Young,Exhibit Designer,103.65,2004-08-01,2016-05-11,1979-06-10,Cynthia_Young987@gmail.com
15623,Leslie Pratt,Conservator,84.44,2013-12-03,2021-08-28,1991-02-22,Leslie-Pratt718@gmail.com
15624,Brandy Humphrey,Manager,93.67,2004-12-07,2015-01-19,1977-12-11,Brandy-Humphrey251@gmail.com
15625,Brian Ortiz,Archivist,106.43,2014-04-04,2016-08-02,1956-01-11,Brian-Ortiz434@outlook.com
15626,Daniel Russell,Registrar,30.70,2017-05-12,2017-05-27,1994-11-12,DanielRussell302@outlook.com
15627,Matthew Reynolds,Archivist,32.76,2006-07-05,2009-05-21,1985-01-30,Matthew-Reynolds395@gmail.com
15628,Kelly Taylor,Registrar,50.37,1989-05-19,2004-05-29,1956-10-31,KellyTaylor794@gmail.com
15629,Daniel Scott,Cleaner,46.40,2004-12-24,2009-04-25,1971-03-10,Daniel_Scott500@gmail.com
15630,Lauren King,Registrar,43.56,1993-07-12,1994-10-19,1970-08-05,Lauren_King579@gmail.com
15631,Kyle Fox,Cleaner,89.89,2021-05-03,2021-12-27,1992-09-28,Kyle_Fox829@hotmail.com
15632,Daniel Carlson,Manager,99.05,2009-07-09,2018-03-19,1965-10-19,Daniel_Carlson509@hotmail.com
15633,Joseph Jones,Educator/Guide,85.05,2021-01-24,2021-11-26,2000-01-09,JosephJones299@gmail.com
15634,Brianna Lewis,Guard,56.81,1991-03-06,2019-10-18,1952-11-02,BriannaLewis766@gmail.com
15635,Crystal Anderson,Cleaner,61.98,2001-06-15,2014-05-31,1966-05-21,CrystalAnderson632@gmail.com
15636,Katie Beltran,Curators,84.73,1999-08-27,2017-02-09,1957-02-23,Katie_Beltran110@hotmail.com
15637,David Krause,Curators,104.23,2018-08-21,2020-07-02,1980-11-19,David_Krause448@gmail.com
15638,Morgan Hicks,Educator/Guide,45.46,2017-09-12,2019-08-05,1966-05-10,MorganHicks671@hotmail.com
15639,Johnny Sutton,Conservator,97.95,2011-03-17,2021-12-23,1987-03-25,Johnny_Sutton883@hotmail.com
15640,Donald Lee,Manager,51.71,2010-02-08,2012-08-18,1983-11-03,DonaldLee385@gmail.com
15641,Kiara Townsend,Educator/Guide,84.48,2001-03-06,2021-12-28,1972-04-05,Kiara-Townsend873@gmail.com
15642,Miranda Rojas,Curators,47.08,2021-11-25,2022-03-28,1990-03-10,MirandaRojas114@outlook.com
15643,Angela Hansen,Registrar,70.51,1989-12-29,2005-07-01,1965-12-08,AngelaHansen389@gmail.com
15644,Nicole White,Curators,68.19,2006-12-03,2007-05-22,1971-05-14,Nicole_White293@gmail.com
15645,Jorge Hernandez,Curators,61.82,2020-04-03,2022-02-17,1970-11-18,Jorge-Hernandez580@outlook.com
15646,Victoria Skinner,Exhibit Designer,118.17,1999-05-22,2021-04-26,1967-12-18,Victoria_Skinner811@gmail.com
15647,Julia Phillips PhD,Curators,91.30,2012-10-30,2019-10-27,1987-04-18,Julia-Phillips-PhD800@gmail.com
15648,Michelle Hayes,Conservator,115.07,2018-10-27,2019-02-04,1995-09-21,Michelle-Hayes251@hotmail.com
15649,Angela Thompson,Guard,45.28,2004-02-19,2021-04-25,1953-06-21,AngelaThompson665@gmail.com
15650,Jamie Nicholson,Cleaner,51.47,2015-10-03,2020-08-10,1991-04-12,JamieNicholson94@gmail.com
15651,Debra Perry,Registrar,104.89,1999-10-21,2020-09-01,1969-05-03,DebraPerry648@walla.com
15652,Brian Velazquez,Conservator,113.87,2020-04-15,2021-08-16,1981-07-10,Brian_Velazquez663@gmail.com
15653,Stephen Klein,Educator/Guide,83.97,2020-03-07,2021-02-10,1998-08-28,Stephen-Klein289@gmail.com
15654,Joshua Gonzalez,Conservator,116.89,1985-06-03,1996-01-24,1953-08-26,Joshua-Gonzalez400@gmail.com
15655,Mark Kelly,Conservator,85.28,2017-12-16,2018-06-29,1992-06-15,Mark_Kelly354@gmail.com
15656,Kara White,Registrar,106.60,2014-05-16,2019-09-04,1983-08-25,Kara_White258@gmail.com
15657,Jared Neal,Curators,71.17,2021-11-05,2021-11-22,2000-08-15,Jared-Neal403@gmail.com
15658,Mike Gates,Exhibit Designer,81.59,2011-01-17,2011-11-27,1973-04-23,Mike-Gates551@gmail.com
15659,Mary Luna,Guard,33.49,2012-11-01,2014-12-24,1968-08-06,Mary-Luna297@walla.com
15660,Beth Cordova,Manager,88.86,2016-07-11,2017-09-28,1964-01-14,Beth-Cordova271@gmail.com
15661,Mary Cummings,Conservator,39.23,2018-11-28,2020-05-21,1996-01-20,MaryCummings753@gmail.com
15662,Jill Hobbs,Cleaner,68.46,1988-02-29,2020-11-05,1959-11-22,Jill-Hobbs83@gmail.com
15663,Kurt Greer,Curators,52.52,2003-01-22,2021-01-31,1972-01-04,Kurt_Greer558@gmail.com
15664,Christine Harris,Registrar,111.32,2021-12-10,2022-02-23,1994-12-15,Christine_Harris83@gmail.com
15665,Janet Lee,Cleaner,47.88,2021-07-19,2021-09-22,1997-12-24,Janet-Lee547@outlook.com
15666,Lori Rich,Exhibit Designer,96.53,2015-12-27,2018-02-06,1985-12-25,Lori-Rich830@hotmail.com
15667,Russell Goodwin,Guard,39.55,2011-02-02,2011-09-19,1988-10-27,Russell_Goodwin543@gmail.com
15668,Richard Williams,Curators,68.80,2001-07-15,2008-07-10,1962-10-06,Richard-Williams446@gmail.com
15669,Miranda Bell,Curators,109.55,1997-12-17,2010-08-10,1957-06-12,Miranda_Bell317@gmail.com
15670,Louis Benton,Registrar,69.92,2019-01-28,2021-09-05,1960-09-17,Louis_Benton458@gmail.com
15671,Ronald Turner,Cleaner,84.70,2017-06-06,2021-12-27,1953-09-21,Ronald_Turner693@gmail.com
15672,Larry Bates,Cleaner,83.77,2000-01-10,2020-01-02,1978-01-11,Larry-Bates936@gmail.com
15673,Nancy Smith,Archivist,87.18,2017-10-10,2019-11-13,1980-10-07,NancySmith383@gmail.com
15674,Sherry Boyle,Guard,87.36,2008-08-09,2019-03-17,1967-01-29,SherryBoyle964@outlook.com
15675,Christopher Trevino,Conservator,113.30,1997-06-07,2021-10-24,1956-10-26,Christopher-Trevino874@walla.com
15676,Clarence Turner,Cleaner,91.82,2019-02-22,2020-03-15,1982-11-28,ClarenceTurner584@gmail.com
15677,Gina Allen,Educator/Guide,52.16,2020-09-14,2021-05-30,1999-05-21,GinaAllen414@gmail.com
15678,Phillip Gonzalez,Conservator,98.29,2011-03-28,2011-12-22,1986-02-17,Phillip_Gonzalez171@outlook.com
15679,Benjamin Graham,Conservator,39.68,2020-06-02,2020-06-16,1998-02-25,BenjaminGraham40@gmail.com
